"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9660","Registration","chromium","2026-07-09","passed","2026-07-09","","accountRegistration.spec.ts","",""
